iddepto,nomdepto,idmpio,nompio,codigohabilitacion,nombre,nitsnit,ese,direccion,telefono,email,najunombre,numerosedeprincipal,fecha_corte_REPS
05,Antioquia,05001,MEDELLÍN,500110568,NEUROVIDA CENTRO DE REHABILITACION NEUROLOGIA SAS IPS,900250515,NO,Circular 73 B # 39B-58,4130649-4119168,neurovida@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500113991,NEURUM S.A.S,900746052,,Calle 19A #44-25 CONS 1912,4481713/ 3043575142,gerencia@neurum.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500115329,NOVA HOLDINGS S.A.S.,900738164,,Calle 19 A 44 - 25 int. 1915,5057091,novasmiledelivery@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111746,NUEVA CLINICA SAGRADO CORAZON S.A.S,900408220,,CL 49 #35-61,2151000,gerencia@clinicasagradocorazon.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112666,OASIS SALUD Y ESTETICA S.A.S,900358538,,KR 32 # 2 Sur - 47 CC Zona 2 Sur,4441340,gerencia@oasissaludyestetica.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500115207,ODONTO ESTETICA AVANZADA S.A.S,900987414,,CALLE 19 A # 44 -25 CONSULTORIO 1320 - Barrio:POBLADO,3221497,ODONTOESTETICAAVANZADA@GMAIL.COM,Privada,5,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500118880,ODONTOEXPERTOS,900911025,,Carrera 82C # 30A - 120 Centro comercial los Molinos - Torre ejecutiva Piso 15 consultorio 1519,4489844 - 3217973820,admonodontoexpertos@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500108364,ODONTOLOGIA ESPECIALIZADA LAURELES S.A.S,811045274,,KR 80 A # 32 EE 72 ED OFIX 33 OF 814,4136433,ole@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500109388,ODONTOLOGIA PEDIATRICA DEL SUR S A,811047122,NO,KR 48 # 12 SUR 70 C PROFESIONAL CRUCERO 506,574313 82 16,opediatricadelsur@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110601,ODONTÓLOGICA CENTRO CLINICO DE ESPECIALISTAS S.A.S.,900226819,NO,KR 29 D #6 A 05 OF 202,5744449006,pgarces@odontologica.com.coinfo@odontologica.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500108279,ODONTOLOGOS ESPECIALISTAS ODES S.A.,811000523,,CL 50 # 43 - 91 OF 201,4489303,calidad@odes.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500104265,ODONTOPLUS SAS,811022711,NO,CL 48 #44 - 32,5742398242,correodesandr@yahoo.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500102231,ODONTOVIDA SAS,811034488,NO,CALLE 35A # 66A-98,5744489191,odontogerencia@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500113884,OFTALMOLOGOS EL TESORO S.A.S,900755062,,Carrera 25 A No. 1 A Sur 45 CS 1934 Torre Médica El Tesoro,3221536,info@oftalmologoseltesoro.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110472,OIGAMOS S.A.S,900237556,NO,CL 7 # 39-197 CS 1413 y CS 1406 TORRE INTERMÉDICA,5743219436,oigamos.liliana@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110767,OPTICA COLSANITAS SAS,800185773,NO,kr 46 # 27-35 1 Piso Local 1,5743548874,oflechas@Keralty.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111150,OPTICA MEGAVISION SAS,900339263,,kr 45 # 52 11,054 2319685,optica-megavision@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500109982,OPTICAS GMO COLOMBIA S.A.S,900108281,,CL 43 #54 139,(57-1)59338860 Ext. 7030,yohana.chacon@co.luxottica.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500107886,OPTIKUS S.A.,830090640,NO,CL 39#73-33,(574) 4124212 - 3008960689 - 3008960111,gerencia.general@optikus.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500103042,OPTILENTES LIMITADA,890941955,NO,CARRERA 70 A Nº 45 E - 84,4340971,optilentes@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110443,ORAL ESTETIC GROUP S.A.S,900240492,NO,CL 54 # 46 - 27 CS 1205,3229767,oralestetic@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111115,ORAL MAS S.A.S.,900203809,,Cl 44 # 68 a 43 of 201,2309644,marcelhincapieg@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111872,ORALIMAGEN S.A.S.,900424085,,CL 47 # 69A 23 LC 201,2602222,info@oralimagen.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500118269,ORGANIZACIÓN EMPRESARIAL DENTAL PLANET S.A.S,900380431,,CARRERA 45 # 52 - 66,3016158588,medellin@clinicaodontofamily.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500108044,ORGANIZACION FONOAUDIOLOGICA E U,811043738,NO,Cl 11A # 43D - 88,2669226,ofamedellin@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500102185,ORGANIZACIÓN MEDICO ODONTOLOGICA NACIONAL INTEGRADA SA,811037385,NO,CL 33 # 74 E- 56,5742503921,camilozapata@geonet.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500101615,ORGANIZACION SANTA LUCIA S A,890900650,NO,KR 43 A #14 -72,5742663661,opticasantalucia@osi.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500114730,ORTHOARTE S.A.S.,900775997,,CL 7 # 39- 197 CS 1416 TORRE MEDICA INTERMEDICA,3213903,orthoarte@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111428,ORTHOPLAN TODAVIA CON LOS DIENTES TORCIDOS CALI S.A.S.,900242909,,CL 47 # 68 A 104 - Barrio:ESTADIO,4361800,orthoplan1@une.net.co,Privada,2,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500109147,ORTHOPRAXIS S.A.S.,830502282,NO,Calle 27 #45-28,4441929,jposada@orthopraxis.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500103442,ORTOPEDISTAS LAS VEGAS S.A.S.,800146467,,CL 2 sur # 46 - 55 LC 116,4444517,orvesas@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500113308,OXIFARMA S.A.S,900648670,,KR 78 # 32E - 4,4134396,oxifarmamedellin@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500114147,OXIVITAL S.A.,811044106,,TV 39 70 A 29,4131236,gerencia@oxivital.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500114019,Ozone Health IPS S.A.S,900810952,,Calle 54 #45-58 Interior 311,2318589,ozoneips@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500116549,P&P VITAL SAS,901147924,,CARRERA 46 # 54 - 14 PISO 12 CS 1207,2313325-3173702698,hectorv.duque@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500113473,PAP Terapia S.A.S,900713169,,Calle 30A N° 69-79 Rosales CS 101 - 102,5017920-5018208,polyposso@yahoo.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500109181,PATOLOGIA INTEGRAL S A,900045393,NO,KR 20 #2 SUR - 185 TO MEDICA SOTANO 1,5743269265,patointegral@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111346,PATOLOGIA SUESCUN S.A.S.,900363326,,CL 64 # 51D-38,5710173,gerencia@patologiasuescun.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111599,PATROGA S.A.S.,900350906,,CL 47 # 46 - 115,2319892,calidad@oralcenter.com.coadministrativa@oralcenter.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110036,PATROJA S.A,900142734,NO,CL 7 # 39-197 LC 1219,5742361212,oralcenterclinica@yahoo.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112662,PATROZA S.A.S,900548742,,KR 65 # 49 B 21 LC 201 BL B,2302728,calidad@oralcenter.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111930,PIEL JOVEN SAS,900446770,,KR 43 A #34- 95 P2 L201,4488017,pieljovensas@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500116564,Pilar Navarro Dermatología S.A.S.,900693736,,Carrera 25 a # 1 sur - 45 CS 1728,4754580,secretaria@pilarnavarrodermatologia.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500119088,POLARIS BUSINESS GROUP S.A.S,800247204,,Calle 2 Sur N° 46 - 55. Clínica Las Vegas Fase I Piso 3 Local 320,3206680719,heliosklinik2020@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500105011,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID CENTRO DE ATENCION EN SALUD Y RIESGOS PROFESIONALES,890980136,NO,KR 48 # 7 - 151,5743105177,politecnicnicojic@edu.co,Pública,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500116979,POST SALUD S.A.S,900936213,,Carrera 46 # 54 - 14 cs 805,3218511818,yepesito72@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112209,Praxis Clinic Medellin S.A.S,900496454,,KR 46 # 54-14 CS 1501,2518651,praxisclinic@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500109665,PREVENGA ODONTOLOGIA PERSONALIZADA S.A.S.,900122146,,Calle 48# 46- 115,5115131,prevenga@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500116600,PREVENTIVA SALUD SAS,900673722,,Calle 45E # 73- 34,310 366 32 86,preventivasaludips@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500108877,PREVILABOR S.A.S,900020613,NO,KR 64 # 48 37 CS 105 106 107,2301810,aistenciasalud@previlabor.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111522,PROANALAB SAS,900385633,,KR 49 # 60 - 05,2845362,proanalabsas@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500101198,PRO-DIAGNOSTICO S.A.,800250192,NO,CARRERA 48 # 7 - 142 - Barrio:LAS VEGAS,4443231,comunicaciones@prodiagnostico.com.co,Privada,5,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110132,PROGRAMA MADRE CANGURO INTEGRAL LTDA,900196201,NO,Calle 7 N° 39-197 Consultorio 1810 Torre Intermédica Poblado,4797911-3669778-2687563-3012419689-3023247525,bacosta@programacanguro.org,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500102583,PROINSA LIMITADA,800093689,NO,KR 51 # 90 - 02,2633107,aarangoc@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500100164,PROMOCION SOCIAL IPS LTDA,811029005,NO,CRA 76 # 48 A 73 oficina 101,5849240 3007536061,habilitacion.promsocialips@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110172,Promotora de Salud Oral y Estetica SA PROSOESA,900190731,NO,KR 48 # 12 Sur 070 CS 808,(574)3134281,lagudelo@calledoceco.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500102126,PROMOTORA MEDICA LAS AMERICAS S.A,800067065,NO,DIAGONAL 75B N° 2A-80,3421010 Ext 1479,dircalidad@lasamericas.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500109099,PROMOTORA MEDICA Y ODONTOLOGICA DE ANTIOQUIA SA,900038926,NO,kr 43 A # 1 A SUR 69,5744036980,wgiraldo@promedan.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500113152,QUIROFANOS EL TESORO S.A.S,900618986,,KR 25 A # 1A Sur 45 IN 0437,4488057,gerencia@qet.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500109408,QUIRUMAS S.A.S,900042620,NO,CL 42 B 63 C 52,5742352187,gerencia@quirumas.com quirumas@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110355,QUIRUSTETIC S.A.S,900223000,NO,CL 11 A SUR # 44-23,5743214383,info@quirustetic.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500108449,RADEX SAS,811007759,NO,CIRCULAR 2 # 70-24 OF 205,4448209,gerente@radex-rx.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500117086,Radio diagnostico SAS,900839594,,Carrera 25a Nº 1a SUR-45 Consultorio 1736,3052303020 - 4231953,variclinicmedellin@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112518,RADIOLOGIA DIGITAL MAXILOFACIAL SAS,900261679,,KR 45 # 50 - 48 CS 101,5127914,gerencia@radimaxrx.net,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500106430,RADIOLOGIA SAN DIEGO S.A.S,800030038,,CALLE 33 # 42B - 06 CONS 1204,2621532,radiologiasd@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111584,Radiologico Oral 3D S.A.S,900393712,,Kr 43 a # 52 sur 99,3053500 ext 2241 -3141021,dxo3dsabaneta@hotmail.com,Privada,2,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500118498,RADIUM IMAGENES DIAGNOSTICAS S.A.S,900744355,,CRA 49 58-45,4484459,direccion@gsimser.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500101621,RAMIRO CORREA RESTREPO S.A.S.,800019606,NO,CL 53 # 46 - 38 CS 102,5745127305,calidad@imaginologiarcr.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111096,RED DE DIAGNOSTICO ORAL 3D S.A.S,900314648,,KR 43A#15 SUR 15 OF 107 ED XEROX,574 3138642,diagnosticooral3d@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500104344,REHABILITACION Y DEPORTE REYDE S.A.S,811033706,NO,CL 33 # 75C -21 OF 301,4165425,reyde2010@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112204,REHAFINT -REHABILITACION FISICA INTEGRAL IPS SAS -,900408707,,Crr 69 N 46B 16,4133587,rehafint.ips@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500115221,REMY IPS S.A.S,900589178,,KR 50 A # 59-56,3176577468-4181376,subgerente.medellin@remyips.net,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500108954,REUMALAB SAS,811026543,NO,CL 4 SUR # 43 AA- 26 CS 309,4447901,gerencia@reumalab.com,Privada,2,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500100496,REUMATOLOGYA S A,800200150,NO,KR 43 A 14-109 IN 203,5743121527,reumatologya@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111199,Rodrigo Botero S.A.S,900320815,,KR 65 B # 30-95 PI 2 CS 213-214-215,2511623,gerencia@rbotero.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500104207,RTS S.A.S,805011262,NO,Carrera 57 44A-10,2042050,daniel_hoyos@baxter.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500118680,RX DIGITAL CENTER S.A.S.,901336149,,Calle 19a # 44 - 25 Oficina 2008,4799909,digitalcenterantioquia@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500116422,SAFETY FIRST COLOMBIA S.A.S,900786245,,CALLE 49F # 81- -05 BARRIO CALAZANS,5401680,hacosta@safetyfirst.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110959,SALUD DOMICILIARIA INTEGRAL SALUD & S.A.S,900304417,,CARRERA 78 # 52A - 47,4440709,saludysas@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112823,"SALUD INTEGRAL ESTADIO, S.I.E. S.A.S.",900593680,,CL 47 D 77 B 19,4125264,saludintegralestadio@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500103978,SALUD MENTAL INTEGRAL SOCIEDAD POR ACCIONES SIMPLIFICADA,811005113,NO,CALLE 33 N° 63B-151,4444891,mejoramientocontinuo@samein.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500118050,SALUD OCUPACIONAL DE LOS ANDES LIMITADA,830029102,,Calle 8 B 65 191 INMUEBLE COMERCIAL # 65-150,3203337914,alexander.leon@soandes.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112121,SALUD ORAL CENTER I P S S. A. S.,900476184,,KR 68 # 97-102,4718069,zeasaludmedellin@yahoo.es,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500113793,SALUD P&P SAS,900466543,,Carrera 65B No 30-95 Piso 4 Torre Media Clínica Medellin de Occidente,5206050 - 5209055,jofelome42@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500101550,SALUD REPRODUCTIVA S.A.S,811016273,,Calle 53 No. 45-64 CS 213 EDIFICIO THUNAPÁ,5140162,saludreproductiva@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500114480,SALUD VITAL Y RIESGOS PROFESIONALES IPS SAS,900077184,,CARRERA 78 # 32EE-03,5831444,gerencia@saludvitalips.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112362,SATORI MEDICAL S.A.S,900510482,,CL 7 # 39 - 107 CS 0214,4484131,informacion@satorimedicina.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500117464,SEDAR MEDICINA ESPECIALIZADA IPS S.A.S,901192273,,CALLE 19A No 44-25 CONSULTORIO 1406,3187953754,anestesia.esp@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110335,SEMEDIC S.A.S,811030764,NO,Carrera 50 A Nº 58 - 69,4165121,semedicsa@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500115229,SENZZES SAS,900991925,,CL 33 74E 84,412 61 79,"ipssenzzes@gmail,com",Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112154,SEODENT S.A.S.,900465830,,CL 49 A # 80 - 58,2343569,seodentsas@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111763,SER MEDIC IPS S.A.S,900421287,,CALLE 49B # 74 - 60,4481009,YUDYE-84@HOTMAIL.COM,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500115813,SERMEDSA S.A.S.,900509929,,CL 2 SUR # 46 - 55 CS 230,2689127,administracion@bioestetica.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500102131,"SERVICIO INTEGRADO DE SALUD OCUPACIONAL o ""SISO LTDA.""",890930935,,CL 2 SUR #46-55 CS 556 fase 2,3117461,siso428@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500108837,SERVICIOS AEREOS PANAMERICANOS SAS,891201578,,KR 67 A # 3 - 26 HANGAR 43 - 44,3613695,ambulancia.aerea@sarpa.com.co-sarparecep@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112560,Servicios Ambulatorios de Oftalmología Nueva Visión,900548524,,AVENIDA 33 NUMERO 78 - 36,444 05 85,clinuevavision@gmail.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500108765,SERVICIOS DE ANESTESIA REANIMACION Y ANALGESIA MEDICA SAS,800153381,NO,CL 7 # 39-290 Con 915,5742316228,saramedsa@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112432,SERVICIOS DE RADIOLOGIA E IMAGENOLOGIA MEDICA S.A.S,900347490,,KR 43A # 16S - 47 CS 1101,4446324,administracion@serimagenes.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500104259,Servicios de Salud IPS Suramericana S.A.S,811007832,NO,KR 63 # 49 A 31 ED CAMACOL,4607444,RqExt@suramericana.com.co,Privada,19,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110329,SERVICIOS DE SALUD SAN VICENTE FUNDACIÓN,900224057,NO,CALLE 64 No. 51 D 154 - Barrio:CENTRO,4447193 EXT 3260,regina.sepulveda@sanvicentefundacion.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500114889,Servicios de Teleasistencia Colombia S.A.S.,900801462,,Cra 43B N° 16-41 Oficina 1302,6041704 - 3178939555,bvasquez@atenzia.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500106242,SERVICIOS INMUNOLOGICOS PREVINM S.A.S,811030740,NO,Calle 49 #40-11 Local 0611-1 PISO 6,4449286,previnm@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500101294,SERVICIOS MEDICOS SAN IGNACIO S.A.S,890933726,NO,CARRERA 44 N° 48-51,2161144,smsi@epm.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500109005,SERVICIOS ODONTOLOGICOS PUNTO ORAL S A,900048775,NO,CL 47 D # 70 - 51 LC 204,57 4 250 01 13,melenazm@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110970,SERVICIOS ODONTOLOGICOS SONRISAS SANAS SAS,900311584,,KR 43 # 50-43 CS 107,2396482,sonrisassanas@une.net.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500118338,SERVID SALUD INTEGRAL S.A.S,900798265,,CALLE 53 A # 80 A 48,2341846 - 3148904688,servid.salud2018@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500110716,SERVILAB SERVICIOS INTEGRALES DE LABORATORIO S.A.S.,900190640,NO,CL 49 # 40 79,5742182878,servilab19@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500111030,SIES SALUD MEDELLIN,900123436,,carrera 45 # 29-19 barrio colombia,6045515 ext 1503 / 3167421982,garantia_delacalidad@sies.com.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500116733,"SIMMETRÍA, ODONTOLOGIA INTEGRAL Y CIRUGIA MAXILOFACIAL SAS",900831872,,CALLE 19 A # 44-25 CONS 2202-1211,4232980,simmetriaodontologiaintegral@gmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500112321,SINERGIA GLOBAL EN SALUD SAS,900363673,,KR 43A 18 SUR -135 PI 4,3199700,agustin.giraldo@christus.co,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500108772,SO SERVICIOS MEDICOS Y OFTALMOLOGICOS S.A.S,800233471,,AV 37 # 75 - 11,4752120 EXT 190,jmoreno@sosaludvisual.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
05,Antioquia,05001,MEDELLÍN,500106206,"SOAUDI, SERVICIOS FONOAUDIOLÓGICOS SAS",811013148,,CL 55# 46- 14 EDIFICIO PERU ORIENTAL CONSULTORIO 906,2518562 - 2513027,saudisf@hotmail.com,Privada,1,Fecha corte REPS: Mar 6 2021 9:12PM
